word=until,f=165,flags=,originalFreq=165
word=while,f=165,flags=,originalFreq=165
word=will,f=165,flags=,originalFreq=165
word=I'll,f=164,flags=,originalFreq=164
word=against,f=164,flags=,originalFreq=164
word=age,f=164,flags=,originalFreq=164
word=city,f=164,flags=,originalFreq=164
word=go,f=164,flags=,originalFreq=164
word=may,f=164,flags=,originalFreq=164
word=number,f=164,flags=,originalFreq=164
word=population,f=164,flags=,originalFreq=164
word=season,f=164,flags=,originalFreq=164
word=several,f=164,flags=,originalFreq=164
word=team,f=164,flags=,originalFreq=164
word=these,f=164,flags=,originalFreq=164
word=work,f=164,flags=,originalFreq=164
word=born,f=163,flags=,originalFreq=163
word=early,f=163,flags=,originalFreq=163
word=family,f=163,flags=,originalFreq=163
word=film,f=163,flags=,originalFreq=163
word=now,f=163,flags=,originalFreq=163
word=same,f=163,flags=,originalFreq=163
word=series,f=163,flags=,originalFreq=163
word=so,f=163,flags=,originalFreq=163
word=use,f=163,flags=,originalFreq=163
word=what,f=163,flags=,originalFreq=163
word=album,f=162,flags=,originalFreq=162
word=based,f=162,flags=,originalFreq=162
word=four,f=162,flags=,originalFreq=162
word=it's,f=162,flags=,originalFreq=162
word=life,f=162,flags=,originalFreq=162
word=released,f=162,flags=,originalFreq=162
word=since,f=162,flags=,originalFreq=162
word=state,f=162,flags=,originalFreq=162
word=began,f=161,flags=,originalFreq=161
word=century,f=161,flags=,originalFreq=161
word=each,f=161,flags=,originalFreq=161
word=end,f=161,flags=,originalFreq=161
word=following,f=161,flags=,originalFreq=161
word=found,f=161,flags=,originalFreq=161
word=game,f=161,flags=,originalFreq=161
word=high,f=161,flags=,originalFreq=161
word=located,f=161,flags=,originalFreq=161
word=town,f=161,flags=,originalFreq=161
word=I've,f=160,flags=,originalFreq=160
word=around,f=160,flags=,originalFreq=160
word=because,f=160,flags=,originalFreq=160
word=can't,f=160,flags=,originalFreq=160
word=come,f=160,flags=,originalFreq=160
word=day,f=160,flags=,originalFreq=160
word=did,f=160,flags=,originalFreq=160
word=didn't,f=160,flags=,originalFreq=160
word=government,f=160,flags=,originalFreq=160
word=group,f=160,flags=,originalFreq=160
word=here,f=160,flags=,originalFreq=160
word=home,f=160,flags=,originalFreq=160
word=large,f=160,flags=,originalFreq=160
word=like,f=160,flags=,originalFreq=160
word=love,f=160,flags=,originalFreq=160
word=music,f=160,flags=,originalFreq=160
word=my,f=160,flags=,originalFreq=160
word=named,f=160,flags=,originalFreq=160
word=no,f=160,flags=,originalFreq=160
word=often,f=160,flags=,originalFreq=160
word=system,f=160,flags=,originalFreq=160
word=that's,f=160,flags=,originalFreq=160
word=three,f=160,flags=,originalFreq=160
word=too,f=160,flags=,originalFreq=160
word=up,f=160,flags=,originalFreq=160
word=us,f=160,flags=,originalFreq=160
word=won,f=160,flags=,originalFreq=160
word=yes,f=160,flags=,originalFreq=160
word=you're,f=160,flags=,originalFreq=160
word=along,f=159,flags=,originalFreq=159
word=built,f=159,flags=,originalFreq=159
word=career,f=159,flags=,originalFreq=159
word=former,f=159,flags=,originalFreq=159
word=if,f=159,flags=,originalFreq=159
word=include,f=159,flags=,originalFreq=159
word=left,f=159,flags=,originalFreq=159
word=line,f=159,flags=,originalFreq=159
word=local,f=159,flags=,originalFreq=159
word=long,f=159,flags=,originalFreq=159
word=off,f=159,flags=,originalFreq=159
word=own,f=159,flags=,originalFreq=159
word=place,f=159,flags=,originalFreq=159
word=small,f=159,flags=,originalFreq=159
word=still,f=159,flags=,originalFreq=159
word=those,f=159,flags=,originalFreq=159
word=took,f=159,flags=,originalFreq=159
word=band,f=158,flags=,originalFreq=158
word=due,f=158,flags=,originalFreq=158
word=form,f=158,flags=,originalFreq=158
word=held,f=158,flags=,originalFreq=158
word=its,f=158,flags=,originalFreq=158
word=last,f=158,flags=,originalFreq=158
word=major,f=158,flags=,originalFreq=158
word=member,f=158,flags=,originalFreq=158
word=members,f=158,flags=,originalFreq=158
word=much,f=158,flags=,originalFreq=158
word=public,f=158,flags=,originalFreq=158
word=set,f=158,flags=,originalFreq=158
word=show,f=158,flags=,originalFreq=158
word=single,f=158,flags=,originalFreq=158
word=station,f=158,flags=,originalFreq=158
word=than,f=158,flags=,originalFreq=158
word=within,f=158,flags=,originalFreq=158
word=won't,f=158,flags=,originalFreq=158
word=another,f=157,flags=,originalFreq=157
word=company,f=157,flags=,originalFreq=157
word=death,f=157,flags=,originalFreq=157
word=different,f=157,flags=,originalFreq=157
word=down,f=157,flags=,originalFreq=157
word=even,f=157,flags=,originalFreq=157
word=five,f=157,flags=,originalFreq=157
word=however,f=157,flags=,originalFreq=157
word=main,f=157,flags=,originalFreq=157
word=original,f=157,flags=,originalFreq=157
word=published,f=157,flags=,originalFreq=157
word=received,f=157,flags=,originalFreq=157
word=served,f=157,flags=,originalFreq=157
word=again,f=156,flags=,originalFreq=156
word=become,f=156,flags=,originalFreq=156
word=best,f=156,flags=,originalFreq=156
word=died,f=156,flags=,originalFreq=156
word=history,f=156,flags=,originalFreq=156
word=included,f=156,flags=,originalFreq=156
word=just,f=156,flags=,originalFreq=156
word=late,f=156,flags=,originalFreq=156
word=led,f=156,flags=,originalFreq=156
word=near,f=156,flags=,originalFreq=156
word=old,f=156,flags=,originalFreq=156
word=order,f=156,flags=,originalFreq=156
word=play,f=156,flags=,originalFreq=156
word=power,f=156,flags=,originalFreq=156
word=said,f=156,flags=,originalFreq=156
word=service,f=156,flags=,originalFreq=156
word=side,f=156,flags=,originalFreq=156
word=students,f=156,flags=,originalFreq=156
word=third,f=156,flags=,originalFreq=156
word=water,f=156,flags=,originalFreq=156
word=way,f=156,flags=,originalFreq=156
word=your,f=156,flags=,originalFreq=156
word=among,f=155,flags=,originalFreq=155
word=average,f=155,flags=,originalFreq=155
word=book,f=155,flags=,originalFreq=155
word=building,f=155,flags=,originalFreq=155
word=came,f=155,flags=,originalFreq=155
word=children,f=155,flags=,originalFreq=155
word=do,f=155,flags=,originalFreq=155
word=every,f=155,flags=,originalFreq=155
word=few,f=155,flags=,originalFreq=155
word=final,f=155,flags=,originalFreq=155
word=given,f=155,flags=,originalFreq=155
word=got,f=155,flags=,originalFreq=155
word=km,f=155,flags=,originalFreq=155
word=land,f=155,flags=,originalFreq=155
word=moved,f=155,flags=,originalFreq=155
word=national,f=155,flags=,originalFreq=155
word=nice,f=155,flags=,originalFreq=155
word=non,f=155,flags=,originalFreq=155
word=period,f=155,flags=,originalFreq=155
word=son,f=155,flags=,originalFreq=155
word=south,f=155,flags=,originalFreq=155
word=using,f=155,flags=,originalFreq=155
word=various,f=155,flags=,originalFreq=155
word=village,f=155,flags=,originalFreq=155
word=wait,f=155,flags=,originalFreq=155
word=went,f=155,flags=,originalFreq=155
word=although,f=154,flags=,originalFreq=154
word=country,f=154,flags=,originalFreq=154
word=created,f=154,flags=,originalFreq=154
word=established,f=154,flags=,originalFreq=154
word=example,f=154,flags=,originalFreq=154
word=games,f=154,flags=,originalFreq=154
word=having,f=154,flags=,originalFreq=154
word=law,f=154,flags=,originalFreq=154
word=living,f=154,flags=,originalFreq=154
word=million,f=154,flags=,originalFreq=154
word=next,f=154,flags=,originalFreq=154
word=point,f=154,flags=,originalFreq=154
word=political,f=154,flags=,originalFreq=154
word=popular,f=154,flags=,originalFreq=154
word=present,f=154,flags=,originalFreq=154
word=produced,f=154,flags=,originalFreq=154
word=record,f=154,flags=,originalFreq=154
word=six,f=154,flags=,originalFreq=154
word=species,f=154,flags=,originalFreq=154
word=started,f=154,flags=,originalFreq=154
word=support,f=154,flags=,originalFreq=154
word=take,f=154,flags=,originalFreq=154
word=title,f=154,flags=,originalFreq=154
word=top,f=154,flags=,originalFreq=154
word=total,f=154,flags=,originalFreq=154
word=version,f=154,flags=,originalFreq=154
word=what's,f=154,flags=,originalFreq=154
word=without,f=154,flags=,originalFreq=154
word=written,f=154,flags=,originalFreq=154
word=American,f=153,flags=,originalFreq=153
word=appeared,f=153,flags=,originalFreq=153
word=club,f=153,flags=,originalFreq=153
word=community,f=153,flags=,originalFreq=153
word=considered,f=153,flags=,originalFreq=153
word=continued,f=153,flags=,originalFreq=153
word=development,f=153,flags=,originalFreq=153
word=district,f=153,flags=,originalFreq=153
word=father,f=153,flags=,originalFreq=153
word=general,f=153,flags=,originalFreq=153
word=himself,f=153,flags=,originalFreq=153
word=important,f=153,flags=,originalFreq=153
word=level,f=153,flags=,originalFreq=153
word=married,f=153,flags=,originalFreq=153
word=military,f=153,flags=,originalFreq=153
word=player,f=153,flags=,originalFreq=153
word=production,f=153,flags=,originalFreq=153
word=returned,f=153,flags=,originalFreq=153
word=right,f=153,flags=,originalFreq=153
word=run,f=153,flags=,originalFreq=153
word=short,f=153,flags=,originalFreq=153
word=television,f=153,flags=,originalFreq=153
word=term,f=153,flags=,originalFreq=153
word=though,f=153,flags=,originalFreq=153
word=times,f=153,flags=,originalFreq=153
word=together,f=153,flags=,originalFreq=153
word=amount,f=152,flags=,originalFreq=152
word=areas,f=152,flags=,originalFreq=152
word=available,f=152,flags=,originalFreq=152
word=class,f=152,flags=,originalFreq=152
word=common,f=152,flags=,originalFreq=152
word=control,f=152,flags=,originalFreq=152
word=days,f=152,flags=,originalFreq=152
word=east,f=152,flags=,originalFreq=152
word=election,f=152,flags=,originalFreq=152
word=formed,f=152,flags=,originalFreq=152
word=founded,f=152,flags=,originalFreq=152
word=great,f=152,flags=,originalFreq=152
word=half,f=152,flags=,originalFreq=152
word=head,f=152,flags=,originalFreq=152
word=house,f=152,flags=,originalFreq=152
word=income,f=152,flags=,originalFreq=152
word=language,f=152,flags=,originalFreq=152
word=making,f=152,flags=,originalFreq=152
word=men,f=152,flags=,originalFreq=152
word=never,f=152,flags=,originalFreq=152
word=others,f=152,flags=,originalFreq=152
word=position,f=152,flags=,originalFreq=152
word=program,f=152,flags=,originalFreq=152
word=region,f=152,flags=,originalFreq=152
word=result,f=152,flags=,originalFreq=152
word=see,f=152,flags=,originalFreq=152
word=should,f=152,flags=,originalFreq=152
word=similar,f=152,flags=,originalFreq=152
word=thou,f=152,flags=,originalFreq=152
word=usually,f=152,flags=,originalFreq=152
word=west,f=152,flags=,originalFreq=152
word=works,f=152,flags=,originalFreq=152
word=wrote,f=152,flags=,originalFreq=152
word=States,f=151,flags=,originalFreq=151
word=addition,f=151,flags=,originalFreq=151
word=business,f=151,flags=,originalFreq=151
word=character,f=151,flags=,originalFreq=151
word=current,f=151,flags=,originalFreq=151
word=currently,f=151,flags=,originalFreq=151
word=developed,f=151,flags=,originalFreq=151
word=does,f=151,flags=,originalFreq=151
word=elected,f=151,flags=,originalFreq=151
word=families,f=151,flags=,originalFreq=151
word=field,f=151,flags=,originalFreq=151
word=football,f=151,flags=,originalFreq=151
word=further,f=151,flags=,originalFreq=151
word=joined,f=151,flags=,originalFreq=151
word=largest,f=151,flags=,originalFreq=151
word=less,f=151,flags=,originalFreq=151
word=live,f=151,flags=,originalFreq=151
word=lost,f=151,flags=,originalFreq=151
word=man,f=151,flags=,originalFreq=151
word=modern,f=151,flags=,originalFreq=151
word=once,f=151,flags=,originalFreq=151
word=opened,f=151,flags=,originalFreq=151
word=party,f=151,flags=,originalFreq=151
word=playing,f=151,flags=,originalFreq=151
word=recorded,f=151,flags=,originalFreq=151
word=seen,f=151,flags=,originalFreq=151
word=size,f=151,flags=,originalFreq=151
word=story,f=151,flags=,originalFreq=151
word=worked,f=151,flags=,originalFreq=151
word=OK,f=150,flags=,originalFreq=150
word=air,f=150,flags=,originalFreq=150
word=away,f=150,flags=,originalFreq=150
word=church,f=150,flags=,originalFreq=150
word=design,f=150,flags=,originalFreq=150
word=education,f=150,flags=,originalFreq=150
word=either,f=150,flags=,originalFreq=150
word=eventually,f=150,flags=,originalFreq=150
word=free,f=150,flags=,originalFreq=150
word=international,f=150,flags=,originalFreq=150
word=meet,f=150,flags=,originalFreq=150
word=originally,f=150,flags=,originalFreq=150
word=release,f=150,flags=,originalFreq=150
word=schools,f=150,flags=,originalFreq=150
word=services,f=150,flags=,originalFreq=150
word=sorry,f=150,flags=,originalFreq=150
word=style,f=150,flags=,originalFreq=150
word=sure,f=150,flags=,originalFreq=150
word=taken,f=150,flags=,originalFreq=150
word=throughout,f=150,flags=,originalFreq=150
word=wife,f=150,flags=,originalFreq=150
word=working,f=150,flags=,originalFreq=150
word=UK,f=149,flags=,originalFreq=149
word=above,f=149,flags=,originalFreq=149
word=across,f=149,flags=,originalFreq=149
word=announced,f=149,flags=,originalFreq=149
word=described,f=149,flags=,originalFreq=149
word=designed,f=149,flags=,originalFreq=149
word=events,f=149,flags=,originalFreq=149
word=featured,f=149,flags=,originalFreq=149
word=features,f=149,flags=,originalFreq=149
word=followed,f=149,flags=,originalFreq=149
word=forces,f=149,flags=,originalFreq=149
word=groups,f=149,flags=,originalFreq=149
word=help,f=149,flags=,originalFreq=149
word=how,f=149,flags=,originalFreq=149
word=includes,f=149,flags=,originalFreq=149
word=information,f=149,flags=,originalFreq=149
word=lead,f=149,flags=,originalFreq=149
word=median,f=149,flags=,originalFreq=149
word=months,f=149,flags=,originalFreq=149
word=office,f=149,flags=,originalFreq=149
word=open,f=149,flags=,originalFreq=149
word=photo,f=149,flags=,originalFreq=149
word=process,f=149,flags=,originalFreq=149
word=race,f=149,flags=,originalFreq=149
word=radio,f=149,flags=,originalFreq=149
word=range,f=149,flags=,originalFreq=149
word=remained,f=149,flags=,originalFreq=149
word=research,f=149,flags=,originalFreq=149
word=return,f=149,flags=,originalFreq=149
word=road,f=149,flags=,originalFreq=149
word=sold,f=149,flags=,originalFreq=149
word=songs,f=149,flags=,originalFreq=149
word=upon,f=149,flags=,originalFreq=149
word=video,f=149,flags=,originalFreq=149
word=win,f=149,flags=,originalFreq=149
word=aircraft,f=148,flags=,originalFreq=148
word=almost,f=148,flags=,originalFreq=148
word=appointed,f=148,flags=,originalFreq=148
word=art,f=148,flags=,originalFreq=148
word=black,f=148,flags=,originalFreq=148
word=brother,f=148,flags=,originalFreq=148
word=close,f=148,flags=,originalFreq=148
word=completed,f=148,flags=,originalFreq=148
word=construction,f=148,flags=,originalFreq=148
word=countries,f=148,flags=,originalFreq=148
word=daughter,f=148,flags=,originalFreq=148
word=especially,f=148,flags=,originalFreq=148
word=event,f=148,flags=,originalFreq=148
word=famous,f=148,flags=,originalFreq=148
word=females,f=148,flags=,originalFreq=148
word=gave,f=148,flags=,originalFreq=148
word=human,f=148,flags=,originalFreq=148
word=involved,f=148,flags=,originalFreq=148
word=itself,f=148,flags=,originalFreq=148
word=killed,f=148,flags=,originalFreq=148
word=leading,f=148,flags=,originalFreq=148
word=light,f=148,flags=,originalFreq=148
word=low,f=148,flags=,originalFreq=148
word=match,f=148,flags=,originalFreq=148
word=move,f=148,flags=,originalFreq=148
word=official,f=148,flags=,originalFreq=148
word=older,f=148,flags=,originalFreq=148
word=performed,f=148,flags=,originalFreq=148
word=players,f=148,flags=,originalFreq=148
word=points,f=148,flags=,originalFreq=148
word=possible,f=148,flags=,originalFreq=148
word=project,f=148,flags=,originalFreq=148
word=rather,f=148,flags=,originalFreq=148
word=replaced,f=148,flags=,originalFreq=148
word=round,f=148,flags=,originalFreq=148
word=sent,f=148,flags=,originalFreq=148
word=shows,f=148,flags=,originalFreq=148
word=signed,f=148,flags=,originalFreq=148
word=social,f=148,flags=,originalFreq=148
word=sometimes,f=148,flags=,originalFreq=148
word=special,f=148,flags=,originalFreq=148
word=square,f=148,flags=,originalFreq=148
word=states,f=148,flags=,originalFreq=148
word=success,f=148,flags=,originalFreq=148
word=successful,f=148,flags=,originalFreq=148
word=track,f=148,flags=,originalFreq=148
word=training,f=148,flags=,originalFreq=148
word=units,f=148,flags=,originalFreq=148
word=white,f=148,flags=,originalFreq=148
word=British,f=147,flags=,originalFreq=147
word=John,f=147,flags=,originalFreq=147
word=action,f=147,flags=,originalFreq=147
word=added,f=147,flags=,originalFreq=147
word=attack,f=147,flags=,originalFreq=147
word=below,f=147,flags=,originalFreq=147
word=brought,f=147,flags=,originalFreq=147
word=car,f=147,flags=,originalFreq=147
word=census,f=147,flags=,originalFreq=147
word=center,f=147,flags=,originalFreq=147
word=central,f=147,flags=,originalFreq=147
word=change,f=147,flags=,originalFreq=147
word=changed,f=147,flags=,originalFreq=147
word=county,f=147,flags=,originalFreq=147
word=decided,f=147,flags=,originalFreq=147
word=episode,f=147,flags=,originalFreq=147
word=ever,f=147,flags=,originalFreq=147
word=fact,f=147,flags=,originalFreq=147
word=far,f=147,flags=,originalFreq=147
word=fire,f=147,flags=,originalFreq=147
word=force,f=147,flags=,originalFreq=147
word=generally,f=147,flags=,originalFreq=147
word=hand,f=147,flags=,originalFreq=147
word=households,f=147,flags=,originalFreq=147
word=instead,f=147,flags=,originalFreq=147
word=introduced,f=147,flags=,originalFreq=147
word=least,f=147,flags=,originalFreq=147
word=mid,f=147,flags=,originalFreq=147
word=model,f=147,flags=,originalFreq=147
word=mother,f=147,flags=,originalFreq=147
word=outside,f=147,flags=,originalFreq=147
word=parts,f=147,flags=,originalFreq=147
word=performance,f=147,flags=,originalFreq=147
word=post,f=147,flags=,originalFreq=147
word=private,f=147,flags=,originalFreq=147
word=professional,f=147,flags=,originalFreq=147
word=provide,f=147,flags=,originalFreq=147
word=provided,f=147,flags=,originalFreq=147
word=rock,f=147,flags=,originalFreq=147
word=saw,f=147,flags=,originalFreq=147
word=seven,f=147,flags=,originalFreq=147
word=soon,f=147,flags=,originalFreq=147
word=space,f=147,flags=,originalFreq=147
word=stage,f=147,flags=,originalFreq=147
word=study,f=147,flags=,originalFreq=147
word=systems,f=147,flags=,originalFreq=147
word=teams,f=147,flags=,originalFreq=147
word=thus,f=147,flags=,originalFreq=147
word=type,f=147,flags=,originalFreq=147
word=whose,f=147,flags=,originalFreq=147
word=women,f=147,flags=,originalFreq=147
word=September,f=146,flags=,originalFreq=146
word=South,f=146,flags=,originalFreq=146
word=allowed,f=146,flags=,originalFreq=146
word=base,f=146,flags=,originalFreq=146
word=battle,f=146,flags=,originalFreq=146
word=beginning,f=146,flags=,originalFreq=146
word=behind,f=146,flags=,originalFreq=146
word=books,f=146,flags=,originalFreq=146
word=college,f=146,flags=,originalFreq=146
word=court,f=146,flags=,originalFreq=146
word=data,f=146,flags=,originalFreq=146
word=debut,f=146,flags=,originalFreq=146
word=degree,f=146,flags=,originalFreq=146
word=director,f=146,flags=,originalFreq=146
word=eight,f=146,flags=,originalFreq=146
word=female,f=146,flags=,originalFreq=146
word=find,f=146,flags=,originalFreq=146
word=front,f=146,flags=,originalFreq=146
word=ground,f=146,flags=,originalFreq=146
word=higher,f=146,flags=,originalFreq=146
word=industry,f=146,flags=,originalFreq=146
word=interest,f=146,flags=,originalFreq=146
word=island,f=146,flags=,originalFreq=146
word=league,f=146,flags=,originalFreq=146
word=lived,f=146,flags=,originalFreq=146
word=market,f=146,flags=,originalFreq=146
word=movement,f=146,flags=,originalFreq=146
word=night,f=146,flags=,originalFreq=146
word=owned,f=146,flags=,originalFreq=146
word=person,f=146,flags=,originalFreq=146
word=placed,f=146,flags=,originalFreq=146
word=president,f=146,flags=,originalFreq=146
word=previous,f=146,flags=,originalFreq=146
word=primary,f=146,flags=,originalFreq=146
word=reached,f=146,flags=,originalFreq=146
word=real,f=146,flags=,originalFreq=146
word=related,f=146,flags=,originalFreq=146
word=reported,f=146,flags=,originalFreq=146
word=river,f=146,flags=,originalFreq=146
word=runs,f=146,flags=,originalFreq=146
word=standard,f=146,flags=,originalFreq=146
word=strong,f=146,flags=,originalFreq=146
word=traditional,f=146,flags=,originalFreq=146
word=winning,f=146,flags=,originalFreq=146
word=April,f=145,flags=,originalFreq=145
word=August,f=145,flags=,originalFreq=145
word=January,f=145,flags=,originalFreq=145
word=July,f=145,flags=,originalFreq=145
word=June,f=145,flags=,originalFreq=145
word=March,f=145,flags=,originalFreq=145
word=October,f=145,flags=,originalFreq=145
word=active,f=145,flags=,originalFreq=145
word=always,f=145,flags=,originalFreq=145
word=approximately,f=145,flags=,originalFreq=145
word=army,f=145,flags=,originalFreq=145
word=awarded,f=145,flags=,originalFreq=145
word=buildings,f=145,flags=,originalFreq=145
word=campaign,f=145,flags=,originalFreq=145
word=capital,f=145,flags=,originalFreq=145
word=care,f=145,flags=,originalFreq=145
word=characters,f=145,flags=,originalFreq=145
word=earlier,f=145,flags=,originalFreq=145
word=entire,f=145,flags=,originalFreq=145
word=films,f=145,flags=,originalFreq=145
word=finished,f=145,flags=,originalFreq=145
word=future,f=145,flags=,originalFreq=145
word=gone,f=145,flags=,originalFreq=145
word=independent,f=145,flags=,originalFreq=145
word=leader,f=145,flags=,originalFreq=145
word=let's,f=145,flags=,originalFreq=145
word=list,f=145,flags=,originalFreq=145
word=lower,f=145,flags=,originalFreq=145
word=maybe,f=145,flags=,originalFreq=145
word=money,f=145,flags=,originalFreq=145
word=natural,f=145,flags=,originalFreq=145
word=network,f=145,flags=,originalFreq=145
word=north,f=145,flags=,originalFreq=145
word=northern,f=145,flags=,originalFreq=145
word=novel,f=145,flags=,originalFreq=145
word=numerous,f=145,flags=,originalFreq=145
word=operations,f=145,flags=,originalFreq=145
word=particularly,f=145,flags=,originalFreq=145
word=past,f=145,flags=,originalFreq=145
word=police,f=145,flags=,originalFreq=145
word=practice,f=145,flags=,originalFreq=145
word=referred,f=145,flags=,originalFreq=145
word=regular,f=145,flags=,originalFreq=145
word=required,f=145,flags=,originalFreq=145
word=rest,f=145,flags=,originalFreq=145
word=rights,f=145,flags=,originalFreq=145
word=route,f=145,flags=,originalFreq=145
word=running,f=145,flags=,originalFreq=145
word=section,f=145,flags=,originalFreq=145
word=significant,f=145,flags=,originalFreq=145
word=southern,f=145,flags=,originalFreq=145
word=start,f=145,flags=,originalFreq=145
word=stated,f=145,flags=,originalFreq=145
word=stop,f=145,flags=,originalFreq=145
word=student,f=145,flags=,originalFreq=145
word=summer,f=145,flags=,originalFreq=145
word=taking,f=145,flags=,originalFreq=145
word=ten,f=145,flags=,originalFreq=145
word=terms,f=145,flags=,originalFreq=145
word=text,f=145,flags=,originalFreq=145
word=today,f=145,flags=,originalFreq=145
word=told,f=145,flags=,originalFreq=145
word=via,f=145,flags=,originalFreq=145
word=whom,f=145,flags=,originalFreq=145
word=wide,f=145,flags=,originalFreq=145
word=word,f=145,flags=,originalFreq=145
word=world,f=145,flags=,originalFreq=145
word=writing,f=145,flags=,originalFreq=145
word=December,f=144,flags=,originalFreq=144
word=English,f=144,flags=,originalFreq=144
word=November,f=144,flags=,originalFreq=144
word=St,f=144,flags=,originalFreq=144
word=according,f=144,flags=,originalFreq=144
word=activities,f=144,flags=,originalFreq=144
word=already,f=144,flags=,originalFreq=144
word=also,f=144,flags=,originalFreq=144
word=appearance,f=144,flags=,originalFreq=144
word=appears,f=144,flags=,originalFreq=144
word=associated,f=144,flags=,originalFreq=144
word=attended,f=144,flags=,originalFreq=144
word=better,f=144,flags=,originalFreq=144
word=caused,f=144,flags=,originalFreq=144
word=certain,f=144,flags=,originalFreq=144
word=changes,f=144,flags=,originalFreq=144
word=closed,f=144,flags=,originalFreq=144
word=coach,f=144,flags=,originalFreq=144
word=coming,f=144,flags=,originalFreq=144
word=commercial,f=144,flags=,originalFreq=144
word=companies,f=144,flags=,originalFreq=144
word=complete,f=144,flags=,originalFreq=144
word=contains,f=144,flags=,originalFreq=144
word=contract,f=144,flags=,originalFreq=144
word=couldn't,f=144,flags=,originalFreq=144
word=course,f=144,flags=,originalFreq=144
word=cover,f=144,flags=,originalFreq=144
word=culture,f=144,flags=,originalFreq=144
word=date,f=144,flags=,originalFreq=144
word=defeated,f=144,flags=,originalFreq=144
word=density,f=144,flags=,originalFreq=144
word=directed,f=144,flags=,originalFreq=144
word=division,f=144,flags=,originalFreq=144
word=economic,f=144,flags=,originalFreq=144
